DATE;CLOSING;RETURN;;
02-04-2003;3145,2;3589,59;;
03-04-2003;3129,3;3571,44;;
04-04-2003;3162,31;3609,11;;
07-04-2003;3208,02;3661,66;;
08-04-2003;3215,04;3669,91;;
09-04-2003;3190,88;3642,33;;
10-04-2003;3189,27;3642,31;;
11-04-2003;3183,02;3635,39;;
14-04-2003;3225,78;3685,17;;
15-04-2003;3260,09;3724,36;;
16-04-2003;3226,09;3686,05;;
17-04-2003;3290,09;3761,59;;
21-04-2003;3289,36;3761,02;;
22-04-2003;3347,76;3827,84;;
23-04-2003;3350,58;3832,22;;
24-04-2003;3303,04;3780,16;;
25-04-2003;3248,6;3718,34;;
28-04-2003;3324,92;3808,37;;
29-04-2003;3320,7;3803,54;;
30-04-2003;3338,23;3823,61;;
01-05-2003;3338,36;3823,81;;
02-05-2003;3387,92;3882,25;;
05-05-2003;3417,72;3917,65;;
06-05-2003;3476,09;3985;;
07-05-2003;3425,68;3928,91;;
08-05-2003;3380,07;3876,59;;
09-05-2003;3439,77;3945,07;;
12-05-2003;3468,76;3978,31;;
13-05-2003;3448,01;3958,14;;
14-05-2003;3451,51;3965,85;;
15-05-2003;3473,4;3991;;
16-05-2003;3504,72;4026,98;;
19-05-2003;3399,93;3907,53;;
20-05-2003;3429,45;3941,5;;
21-05-2003;3425,21;3936,69;;
22-05-2003;3465,64;3983,15;;
23-05-2003;3467,51;3985,3;;
27-05-2003;3512,1;4036,56;;
28-05-2003;3527,57;4055,5;;
29-05-2003;3545,94;4076,61;;
30-05-2003;3565,2;4098,76;;
02-06-2003;3592,28;4129,9;;
03-06-2003;3597,72;4136,15;;
04-06-2003;3648,33;4195,73;;
05-06-2003;3664,49;4214,31;;
06-06-2003;3662,33;4211,83;;
09-06-2003;3634,11;4179,96;;
10-06-2003;3666,69;4218,91;;
11-06-2003;3741,04;4304,51;;
12-06-2003;3741,17;4305,04;;
13-06-2003;3694;4250,76;;
16-06-2003;3781,71;4351,92;;
17-06-2003;3783,64;4354,33;;
18-06-2003;3780,75;4351,83;;
19-06-2003;3725,88;4288,67;;
20-06-2003;3726,04;4288,85;;
23-06-2003;3660,63;4216,01;;
24-06-2003;3642,11;4194,68;;
25-06-2003;3635,46;4187,3;;
26-06-2003;3634,54;4186,23;;
27-06-2003;3605,94;4153,29;;
30-06-2003;3598,67;4146,06;;
01-07-2003;3600,16;4147,78;;
02-07-2003;3657,25;4213,55;;
03-07-2003;3641,95;4195,93;;
07-07-2003;3697,61;4260,45;;
08-07-2003;3683,27;4243,92;;
09-07-2003;3665,48;4223,42;;
10-07-2003;3612,17;4162,2;;
11-07-2003;3634,95;4188,45;;
14-07-2003;3662,04;4219,67;;
15-07-2003;3611,42;4161,34;;
16-07-2003;3610,71;4160,51;;
17-07-2003;3548,3;4088,6;;
18-07-2003;3598,97;4147;;
21-07-2003;3550,23;4091,11;;
22-07-2003;3582,29;4128,05;;
23-07-2003;3608,61;4158,38;;
24-07-2003;3633,44;4186,99;;
25-07-2003;3684,8;4248,34;;
28-07-2003;3682,06;4245,19;;
29-07-2003;3662,36;4222,95;;
30-07-2003;3636,7;4194,74;;
31-07-2003;3622,22;4178,03;;
01-08-2003;3587,09;4137,51;;
04-08-2003;3597,99;4150,25;;
05-08-2003;3580,57;4130,16;;
06-08-2003;3574,97;4124,94;;
07-08-2003;3599,95;4153,76;;
08-08-2003;3610,43;4165,84;;
11-08-2003;3647,43;4208,96;;
12-08-2003;3663,47;4227,46;;
13-08-2003;3656,29;4225,45;;
14-08-2003;3700,41;4277,47;;
15-08-2003;3706,37;4284,43;;
18-08-2003;3725,6;4306,66;;
19-08-2003;3717,39;4296,99;;
20-08-2003;3699,16;4280,26;;
21-08-2003;3694,93;4276,65;;
22-08-2003;3653,67;4228,9;;
25-08-2003;3641,35;4214,74;;
26-08-2003;3643,77;4217,55;;
27-08-2003;3656,2;4232,05;;
28-08-2003;3676,12;4255,11;;
29-08-2003;3673,16;4251,68;;
02-09-2003;3719,03;4304,78;;
03-09-2003;3743,12;4332,67;;
04-09-2003;3758,57;4350,55;;
05-09-2003;3761,97;4354,49;;
08-09-2003;3811,97;4412,35;;
09-09-2003;3793,41;4390,89;;
10-09-2003;3760,38;4352,7;;
11-09-2003;3784,29;4380,66;;
12-09-2003;3803,75;4403,18;;
15-09-2003;3787,75;4384,81;;
16-09-2003;3844,72;4450,97;;
17-09-2003;3836,83;4443,07;;
18-09-2003;3885,67;4499,63;;
19-09-2003;3864,34;4474,93;;
22-09-2003;3812,23;4414,58;;
23-09-2003;3822,48;4426,45;;
24-09-2003;3772,4;4368,46;;
25-09-2003;3764,94;4361,52;;
26-09-2003;3748,92;4342,97;;
29-09-2003;3769,47;4367,02;;
30-09-2003;3731,98;4323,6;;
01-10-2003;3833,26;4440,93;;
02-10-2003;3824,46;4430,74;;
03-10-2003;3885,88;4502,12;;
06-10-2003;3901,4;4520,1;;
07-10-2003;3904,53;4524,12;;
08-10-2003;3891,26;4508,75;;
09-10-2003;3923,8;4547,37;;
10-10-2003;3953,57;4581,87;;
13-10-2003;3981,02;4613,67;;
14-10-2003;3989,06;4622,99;;
15-10-2003;3965,09;4595,21;;
16-10-2003;3974,49;4606,11;;
17-10-2003;3954,95;4583,47;;
20-10-2003;3979,87;4612,34;;
21-10-2003;3984,99;4618,27;;
22-10-2003;3928,54;4552,86;;
23-10-2003;3904,06;4524,8;;
24-10-2003;3897,19;4516,84;;
27-10-2003;3914,09;4536,43;;
28-10-2003;3971,18;4602,6;;
29-10-2003;3957,17;4588,18;;
30-10-2003;3962,5;4594,37;;
31-10-2003;3946,95;4576,33;;
03-11-2003;3970,35;4603,47;;
04-11-2003;3959,15;4590,48;;
05-11-2003;3951,99;4583,01;;
06-11-2003;3949,37;4579,97;;
07-11-2003;3988,25;4625,24;;
10-11-2003;3947,94;4578,9;;
11-11-2003;3939,84;4569,5;;
12-11-2003;4012,95;4656,53;;
13-11-2003;4036,48;4684,85;;
14-11-2003;4024,27;4670,67;;
17-11-2003;3978,34;4617,48;;
18-11-2003;3987,22;4629,15;;
19-11-2003;3992,41;4635,17;;
20-11-2003;3964,7;4603;;
21-11-2003;4001,02;4645,87;;
24-11-2003;4044,41;4696,24;;
25-11-2003;4036,32;4690,75;;
26-11-2003;4073,61;4734,09;;
28-11-2003;4078,9;4740,24;;
01-12-2003;4142,1;4813,69;;
02-12-2003;4139,56;4810,73;;
03-12-2003;4163,31;4838,33;;
04-12-2003;4171,71;4848,09;;
05-12-2003;4148,19;4820,76;;
08-12-2003;4179,08;4856,66;;
09-12-2003;4174,31;4851,12;;
10-12-2003;4146,44;4818,78;;
11-12-2003;4192,47;4872,56;;
12-12-2003;4203,61;4885,52;;
15-12-2003;4193,94;4874,41;;
16-12-2003;4222,77;4908,14;;
17-12-2003;4224,54;4910,19;;
18-12-2003;4294,52;4991,53;;
19-12-2003;4277,57;4971,84;;
22-12-2003;4301,29;4999,4;;
23-12-2003;4304,09;5002,66;;
24-12-2003;4324,38;5026,43;;
26-12-2003;4327,17;5030,87;;
29-12-2003;4369,46;5080,53;;
30-12-2003;4389,99;5104,41;;
31-12-2003;4415,76;5134,36;;
02-01-2004;4457,03;5182,62;;
05-01-2004;4541,47;5280,81;;
06-01-2004;4555,05;5296,6;;
07-01-2004;4511,6;5246,49;;
08-01-2004;4576,47;5321,93;;
09-01-2004;4547,94;5288,76;;
12-01-2004;4557,3;5299,92;;
13-01-2004;4522,87;5259,88;;
14-01-2004;4555,57;5297,9;;
15-01-2004;4518,01;5254,22;;
16-01-2004;4506,45;5240,78;;
20-01-2004;4560,45;5304,77;;
21-01-2004;4606,07;5357,84;;
22-01-2004;4615,52;5369,15;;
23-01-2004;4565,85;5311,37;;
26-01-2004;4563,01;5308,07;;
27-01-2004;4555,25;5299,05;;
28-01-2004;4506,06;5242,37;;
29-01-2004;4470,26;5200,72;;
30-01-2004;4472,54;5203,37;;
02-02-2004;4467,76;5197,81;;
03-02-2004;4483,09;5215,65;;
04-02-2004;4433,29;5157,89;;
05-02-2004;4452,24;5179,93;;
06-02-2004;4528,21;5268,32;;
09-02-2004;4553,77;5298,06;;
10-02-2004;4580,33;5328,96;;
11-02-2004;4629,74;5386,44;;
12-02-2004;4588,36;5338,4;;
